Statement,Header,Field Name,Field Value
Statement,Data,BrokerName,Interactive Brokers
Statement,Data,BrokerAddress,
Statement,Data,Title,Activity Statement
Statement,Data,Period,"October 28, 2019"
Statement,Data,WhenGenerated,"2019-10-29, 10:23:52 EDT"
Account Information,Header,Field Name,Field Value
Account Information,Data,Name,CSS Alpha Fund Ltd
Account Information,Data,Account,DU1507428
Account Information,Data,Master Name,CSS Alpha Fund Ltd
Account Information,Data,Account Type,Individual
Account Information,Data,Customer Type,Corporate
Account Information,Data,Account Capabilities,Portfolio Margin
Account Information,Data,Base Currency,USD
Net Asset Value,Header,Asset Class,Prior Total,Current Long,Current Short,Current Total,Change
Net Asset Value,Data,Cash ,474757.437807308,558576.105984271,0,558576.105984271,83818.668176963
Net Asset Value,Data,Stock,28022.13,1032973.16,-1088135.27,-55162.11,-83184.24
Net Asset Value,Data,Interest Accruals,-573.41,353.38,-954.71,-601.33,-27.92
Net Asset Value,Data,Total,502206.157807308,1591902.645984271,-1089089.98,502812.665984271,606.508176963
Net Asset Value,Header,Time Weighted Rate of Return
Net Asset Value,Data,0.120768765%
Change in NAV,Header,Field Name,Field Value
Change in NAV,Data,Starting Value,502206.157807308
Change in NAV,Data,Mark-to-Market,670.87
Change in NAV,Data,Change in Interest Accruals,-27.92
Change in NAV,Data,Commissions,-36.441823037
Change in NAV,Data,Ending Value,502812.665984271
Mark-to-Market Performance Summary,Header,Asset Category,Symbol,Prior Quantity,Current Quantity,Prior Price,Current Price,Mark-to-Market P/L Position,Mark-to-Market P/L Transaction,Mark-to-Market P/L Commissions,Mark-to-Market P/L Other,Mark-to-Market P/L Total,Code
Financial Instrument Information,Data,Stocks,MRK,MERCK & CO INC,70101545,,1,COMMON,
Financial Instrument Information,Data,Stocks,MRO,MARATHON OIL CORP,9831,,1,COMMON,
Financial Instrument Information,Data,Stocks,MTB,M & T BANK CORP,2585323,,1,COMMON,
Financial Instrument Information,Data,Stocks,MU,MICRON TECHNOLOGY INC,9939,,1,COMMON,
Financial Instrument Information,Data,Stocks,NCLH,NORWEGIAN CRUISE LINE HOLDIN,120643512,BMG667211046,1,COMMON,
Financial Instrument Information,Data,Stocks,NKE,NIKE INC -CL B,10291,,1,COMMON,
Financial Instrument Information,Data,Stocks,NOC,NORTHROP GRUMMAN CORP,10376,,1,COMMON,
Financial Instrument Information,Data,Stocks,NOV,NATIONAL OILWELL VARCO INC,2585583,,1,COMMON,
Financial Instrument Information,Data,Stocks,NTRS,NORTHERN TRUST CORP,272565,,1,COMMON,
Financial Instrument Information,Data,Stocks,NUE,NUCOR CORP,10557,,1,COMMON,
Financial Instrument Information,Data,Stocks,NVDA,NVIDIA CORP,4815747,,1,COMMON,
Financial Instrument Information,Data,Stocks,NWS,NEWS CORP - CLASS B,129348130,,1,COMMON,
Financial Instrument Information,Data,Stocks,NWSA,NEWS CORP - CLASS A,129348126,,1,COMMON,
Financial Instrument Information,Data,Stocks,ORCL,ORACLE CORP,272800,,1,COMMON,
Financial Instrument Information,Data,Stocks,PAYX,PAYCHEX INC,272942,,1,COMMON,
Financial Instrument Information,Data,Stocks,PEG,PUBLIC SERVICE ENTERPRISE GP,11005,,1,COMMON,
Financial Instrument Information,Data,Stocks,PFE,PFIZER INC,11031,,1,COMMON,
Financial Instrument Information,Data,Stocks,PG,PROCTER & GAMBLE CO/THE,11054,,1,COMMON,
Financial Instrument Information,Data,Stocks,PHM,PULTE GROUP INC,11109,,1,COMMON,
Financial Instrument Information,Data,Stocks,PKG,PACKAGING CORP OF AMERICA,7740411,,1,COMMON,
Financial Instrument Information,Data,Stocks,PM,PHILIP MORRIS INTERNATIONAL,49588376,,1,COMMON,
Financial Instrument Information,Data,Stocks,PNW,PINNACLE WEST CAPITAL,11257,,1,COMMON,
Financial Instrument Information,Data,Stocks,PPG,PPG INDUSTRIES INC,11295,,1,COMMON,
Financial Instrument Information,Data,Stocks,PPL,PPL CORPORATION,661547,,1,COMMON,
Financial Instrument Information,Data,Stocks,PSX,PHILLIPS 66,105669270,,1,COMMON,
Financial Instrument Information,Data,Stocks,PVH,PVH CORP,90794895,,1,COMMON,
Financial Instrument Information,Data,Stocks,PWR,QUANTA SERVICES INC,6608432,,1,COMMON,
Financial Instrument Information,Data,Stocks,PXD,PIONEER NATURAL RESOURCES CO,3142097,,1,COMMON,
Financial Instrument Information,Data,Stocks,PYPL,PAYPAL HOLDINGS INC,199169591,,1,COMMON,
Financial Instrument Information,Data,Stocks,QRVO,QORVO INC,179002152,,1,COMMON,
Financial Instrument Information,Data,Stocks,RCL,ROYAL CARIBBEAN CRUISES LTD,11520,LR0008862868,1,COMMON,
Financial Instrument Information,Data,Stocks,RE,EVEREST RE GROUP LTD,6477725,BMG3223R1088,1,COMMON,
Financial Instrument Information,Data,Stocks,REG,REGENCY CENTERS CORP,11574,,1,REIT,
Financial Instrument Information,Data,Stocks,REGN,REGENERON PHARMACEUTICALS,273733,,1,COMMON,
Financial Instrument Information,Data,Stocks,RHI,ROBERT HALF INTL INC,11634,,1,COMMON,
Financial Instrument Information,Data,Stocks,ROK,ROCKWELL AUTOMATION INC,11697,,1,COMMON,
Financial Instrument Information,Data,Stocks,ROL,ROLLINS INC,11700,,1,COMMON,
Financial Instrument Information,Data,Stocks,RSG,REPUBLIC SERVICES INC,6478024,,1,COMMON,
Financial Instrument Information,Data,Stocks,RTN,RAYTHEON COMPANY,11758,,1,COMMON,
Financial Instrument Information,Data,Stocks,SBUX,STARBUCKS CORP,274105,,1,COMMON,
Financial Instrument Information,Data,Stocks,SEE,SEALED AIR CORP,4082282,,1,COMMON,
Financial Instrument Information,Data,Stocks,SHW,SHERWIN-WILLIAMS CO/THE,12120,,1,COMMON,
Financial Instrument Information,Data,Stocks,SIVB,SVB FINANCIAL GROUP,274385,,1,COMMON,
Financial Instrument Information,Data,Stocks,SLG,SL GREEN REALTY CORP,6608473,,1,REIT,
Financial Instrument Information,Data,Stocks,SNA,SNAP-ON INC,12259,,1,COMMON,
Financial Instrument Information,Data,Stocks,SO,SOUTHERN CO/THE,12300,,1,COMMON,
Financial Instrument Information,Data,Stocks,SPB,SPECTRUM BRANDS HOLDINGS INC,325231495,,1,COMMON,
Financial Instrument Information,Data,Stocks,SPG,SIMON PROPERTY GROUP INC,2009113,,1,REIT,
Financial Instrument Information,Data,Stocks,SRE,SEMPRA ENERGY,11020,,1,COMMON,
Financial Instrument Information,Data,Stocks,SWKS,SKYWORKS SOLUTIONS INC,4726021,,1,COMMON,
Financial Instrument Information,Data,Stocks,SYMC,SYMANTEC CORP,274925,,1,COMMON,
Financial Instrument Information,Data,Stocks,TDG,TRANSDIGM GROUP INC,38285434,,1,COMMON,
Financial Instrument Information,Data,Stocks,TFX,TELEFLEX INC,12750,,1,COMMON,
Financial Instrument Information,Data,Stocks,TGT,TARGET CORP,6437,,1,COMMON,
Financial Instrument Information,Data,Stocks,TIF,TIFFANY & CO,12791,,1,COMMON,
Financial Instrument Information,Data,Stocks,TRIP,TRIPADVISOR INC,98542026,,1,COMMON,
Financial Instrument Information,Data,Stocks,TRV,TRAVELERS COS INC/THE,43150617,,1,COMMON,
Financial Instrument Information,Data,Stocks,TSCO,TRACTOR SUPPLY COMPANY,6858322,,1,COMMON,
Financial Instrument Information,Data,Stocks,TXT,TEXTRON INC,13101,,1,COMMON,
Financial Instrument Information,Data,Stocks,UAA,UNDER ARMOUR INC-CLASS A,36786278,,1,COMMON,
Financial Instrument Information,Data,Stocks,UAL,UNITED AIRLINES HOLDINGS INC,79498203,,1,COMMON,
Financial Instrument Information,Data,Stocks,UHS,UNIVERSAL HEALTH SERVICES-B,13206,,1,COMMON,
Financial Instrument Information,Data,Stocks,ULTA,ULTA BEAUTY INC,46970422,,1,COMMON,
Financial Instrument Information,Data,Stocks,UNP,UNION PACIFIC CORP,13284,,1,COMMON,
Financial Instrument Information,Data,Stocks,UPS,UNITED PARCEL SERVICE-CL B,6231002,,1,COMMON,
Financial Instrument Information,Data,Stocks,URI,UNITED RENTALS INC,3629755,,1,COMMON,
Financial Instrument Information,Data,Stocks,UTX,UNITED TECHNOLOGIES CORP,13364,,1,COMMON,
Financial Instrument Information,Data,Stocks,VAR,VARIAN MEDICAL SYSTEMS INC,13400,,1,COMMON,
Financial Instrument Information,Data,Stocks,VFC,VF CORP,13440,,1,COMMON,
Financial Instrument Information,Data,Stocks,VIAB,VIACOM INC-CLASS B,37083557,,1,COMMON,
Financial Instrument Information,Data,Stocks,VLO,VALERO ENERGY CORP,13497,,1,COMMON,
Financial Instrument Information,Data,Stocks,VMC,VULCAN MATERIALS CO,13515,,1,COMMON,
Financial Instrument Information,Data,Stocks,VRTX,VERTEX PHARMACEUTICALS INC,275850,,1,COMMON,
Financial Instrument Information,Data,Stocks,WAB,WABTEC CORP,661633,,1,COMMON,
Financial Instrument Information,Data,Stocks,WAT,WATERS CORP,1448494,,1,COMMON,
Financial Instrument Information,Data,Stocks,WCG,WELLCARE HEALTH PLANS INC,29718938,,1,COMMON,
Financial Instrument Information,Data,Stocks,WFC,WELLS FARGO & CO,10375,,1,COMMON,
Financial Instrument Information,Data,Stocks,WHR,WHIRLPOOL CORP,13751,,1,COMMON,
Financial Instrument Information,Data,Stocks,WRK,WESTROCK CO,198032496,,1,COMMON,
Financial Instrument Information,Data,Stocks,WU,WESTERN UNION CO,40773257,,1,COMMON,
Financial Instrument Information,Data,Stocks,WYNN,WYNN RESORTS LTD.,16454492,,1,COMMON,
Financial Instrument Information,Data,Stocks,XEC,CIMAREX ENERGY CO,16191746,,1,COMMON,
Financial Instrument Information,Data,Stocks,XEL,XCEL ENERGY INC,10517,,1,COMMON,
Financial Instrument Information,Data,Stocks,XLNX,XILINX INC,276222,,1,COMMON,
Financial Instrument Information,Data,Stocks,XRAY,DENTSPLY SIRONA INC,224225737,,1,COMMON,
Financial Instrument Information,Data,Stocks,XRX,XEROX HOLDINGS CORP,375796353,,1,COMMON,
Financial Instrument Information,Data,Stocks,ZBH,ZIMMER BIOMET HOLDINGS INC,12851783,,1,COMMON,
Codes,Header,Code,Meaning,Code (Cont.),Meaning (Cont.)
Codes,Data,A,Assignment
Codes,Data,ADR,ADR Fee Accrual
Codes,Data,AEx,Automatic exercise for dividend-related recommendation.
Codes,Data,Adj,Adjustment
Codes,Data,Al,Allocation
Codes,Data,Aw,Away Trade
Codes,Data,B,Automatic Buy-in
Codes,Data,Bo,Direct Borrow
Codes,Data,C,Closing Trade
Codes,Data,CD,Cash Delivery
Codes,Data,CP,Complex Position
Codes,Data,Ca,Cancelled
Codes,Data,Co,Corrected Trade
Codes,Data,Cx,Part or all of this transaction was a Crossing executed as dual agent by IB for two IB customers
Codes,Data,ETF,ETF Creation/Redemption
Codes,Data,Ep,Resulted from an Expired Position
Codes,Data,Ex,Exercise
Codes,Data,G,Trade in Guaranteed Account Segment
Codes,Data,HC,Highest Cost tax basis election
Codes,Data,HFI,Investment Transferred to Hedge Fund
Codes,Data,HFR,Redemption from Hedge Fund
Codes,Data,I,Internal Transfer
Codes,Data,IA,This transaction was executed against an IB affiliate
Codes,Data,INV,Investment Transfer from Investor
Codes,Data,IPO,This transaction was executed as part of an IPO in which IB was a member of the selling group and is classified as a Principal trade.
Codes,Data,L,Ordered by IB (Margin Violation)
Codes,Data,LD,Adjusted by Loss Disallowed from Wash Sale
Codes,Data,LI,"Last In, First Out (LIFO) tax basis election"
Codes,Data,LT,Long Term P/L
Codes,Data,Lo,Direct Loan
Codes,Data,M,Entered manually by IB
Codes,Data,MEx,Manual exercise for dividend-related recommendation.
Codes,Data,ML,Maximize Losses tax basis election
Codes,Data,MLG,Maximize Long Term Gain tax basis election
Codes,Data,MLL,Maximize Long Term Loss tax basis election
Codes,Data,MSG,Maximize Short Term Gain tax basis election
Codes,Data,MSL,Maximize Short Term Loss tax basis election
Codes,Data,O,Opening Trade
Codes,Data,P,Partial Execution
Codes,Data,PI,Price Improvement
Codes,Data,Po,Interest or Dividend Accrual Posting
Codes,Data,Pr,Part or all of this transaction was executed by the Exchange as a Crossing by IB against an IB affiliate and is therefore classified as a Principal and not an agency trade
Codes,Data,R,Dividend Reinvestment
Codes,Data,RED,Redemption to Investor
Codes,Data,Re,Interest or Dividend Accrual Reversal
Codes,Data,Ri,Reimbursement
Codes,Data,SI,This order was solicited by Interactive Brokers
Codes,Data,SL,Specific Lot tax basis election
Codes,Data,SO,This order was marked as solicited by your Introducing Broker
Codes,Data,SS,Customer designated this trade for shortened settlement and so is subject to execution at prices above the prevailing market
Codes,Data,ST,Short Term P/L
Codes,Data,T,Transfer
Codes,Data,Un,Unvested shares from stock grant
