TIERS_FACTURABLE;TIERS_ASSOCIE;CODE_TRANSMISSION;REGROUPEMENT
MFP  M.C.F. CERGY-PONTOIS (RO 949510523);MMJ (RC 28200000);;
MFP  M.C.F. CERGY-PONTOIS (RO 949510523);CMU CPAM (RC 99999997);M;89
MFP  M.C.F. CERGY-PONTOIS (RO 949510523);CMU AUTRES (RC 88888888);M;89
MFP  M.C.F. CERGY-PONTOIS (RO 949510523);AME PARTIELLE (RC 75500017);;
MFP  M.C.F. CERGY-PONTOIS (RO 949510523);ACS CONTRAT A - BASE (RC 11111119);M;91
MFP  M.C.F. CERGY-PONTOIS (RO 949510523);MGEN INTERNATIONALE (RC 27777777);;
MFP  M.C.F. CERGY-PONTOIS (RO 949510523);ACS CONTRAT C - PREMIUM (RC 33333337);M;93
MFP  M.C.F. CERGY-PONTOIS (RO 949510523);MGEN ACCES SANTE (RC 27011000);;
MFP  M.C.F. CERGY-PONTOIS (RO 949510523);MMJ (RC 28300000);;
MFP  M.C.F. CERGY-PONTOIS (RO 949510523);ACS CONTRAT B - MEDIUM (RC 22222228);M;92
MFP  M.C.F. CERGY-PONTOIS (RO 949510523);MMJ (RC 28400000);;
MFP  M.C.F. CERGY-PONTOIS (RO 949510523);MFP MCF RC SEUL (RC 75041758);;
MFP  M.C.F. CRETEIL (RO 949410523);ACS CONTRAT C - PREMIUM (RC 33333337);M;93
MFP  M.C.F. CRETEIL (RO 949410523);MFP MCF RC SEUL (RC 75041758);;
MFP  M.C.F. CRETEIL (RO 949410523);MGEN SANTE PREVOYANCE (RC 27200000);;
MFP  M.C.F. CRETEIL (RO 949410523);CMU AUTRES (RC 88888888);M;89
MFP  M.C.F. CRETEIL (RO 949410523);MUTUELLE SORUAL (RC 67100149);;
MFP  M.C.F. CRETEIL (RO 949410523);MMJ (RC 28400000);;
MFP  M.C.F. CRETEIL (RO 949410523);ACS CONTRAT A - BASE (RC 11111119);M;91
MFP  M.C.F. CRETEIL (RO 949410523);AME PARTIELLE (RC 75500017);;
MFP  M.C.F. CRETEIL (RO 949410523);MMJ (RC 28200000);;
MFP  M.C.F. CRETEIL (RO 949410523);MGEN ACCES SANTE (RC 27011000);;
MFP  M.C.F. CRETEIL (RO 949410523);MGEN INTERNATIONALE (RC 27777777);;
MFP  M.C.F. CRETEIL (RO 949410523);MMJ (RC 28300000);;
MFP  M.C.F. CRETEIL (RO 949410523);CMU CPAM (RC 99999997);M;89
MFP  M.C.F. CRETEIL (RO 949410523);ACS CONTRAT B - MEDIUM (RC 22222228);M;92
MFP  M.C.F. CRETEIL (RO 949410523);MMJ (RC 28100000);;
MFP  M.C.F. EVRY (RO 949110523);MGEN SANTE PREVOYANCE (RC 27200000);;
MFP  M.C.F. EVRY (RO 949110523);MMJ (RC 28300000);;
MFP  M.C.F. EVRY (RO 949110523);ACS CONTRAT C - PREMIUM (RC 33333337);M;93
MFP  M.C.F. EVRY (RO 949110523);CMU AUTRES (RC 88888888);M;89
MFP  M.C.F. EVRY (RO 949110523);MGEN INTERNATIONALE (RC 27777777);;
MFP  M.C.F. EVRY (RO 949110523);MMJ (RC 28400000);;
MFP  M.C.F. EVRY (RO 949110523);MMJ (RC 28200000);;
MFP  M.C.F. EVRY (RO 949110523);CMU CPAM (RC 99999997);M;89
MFP  M.C.F. EVRY (RO 949110523);ACS CONTRAT A - BASE (RC 11111119);M;91
MFP  M.C.F. EVRY (RO 949110523);AME PARTIELLE (RC 75500017);;
MFP  M.C.F. EVRY (RO 949110523);MFP MCF RC SEUL (RC 75041758);;
MFP  M.C.F. EVRY (RO 949110523);MGEN ACCES SANTE (RC 27011000);;
MFP  M.C.F. EVRY (RO 949110523);ACS CONTRAT B - MEDIUM (RC 22222228);M;92
MFP  M.C.F. EVRY (RO 949110523);MUTUELLE SORUAL (RC 67100149);;
MFP  M.C.F. EVRY (RO 949110523);MMJ (RC 28100000);;
MFP  M.C.F. NANTERRE (RO 949210523);MFP MCF RC SEUL (RC 75041758);;
MFP  M.C.F. NANTERRE (RO 949210523);CMU CPAM (RC 99999997);M;89
MFP  M.C.F. NANTERRE (RO 949210523);MGEN ACCES SANTE (RC 27011000);;
MFP  M.C.F. NANTERRE (RO 949210523);MMJ (RC 28100000);;
MFP  M.C.F. NANTERRE (RO 949210523);MUTUELLE SORUAL (RC 67100149);;
MFP  M.C.F. NANTERRE (RO 949210523);MGEN SANTE PREVOYANCE (RC 27200000);;
MFP  M.C.F. NANTERRE (RO 949210523);MMJ (RC 28400000);;
MFP  M.C.F. NANTERRE (RO 949210523);MMJ (RC 28300000);;
MFP  M.C.F. NANTERRE (RO 949210523);ACS CONTRAT B - MEDIUM (RC 22222228);M;92
MFP  M.C.F. NANTERRE (RO 949210523);MMJ (RC 28200000);;
MFP  M.C.F. NANTERRE (RO 949210523);ACS CONTRAT C - PREMIUM (RC 33333337);M;93
MFP  M.C.F. NANTERRE (RO 949210523);AME PARTIELLE (RC 75500017);;
MFP  M.C.F. NANTERRE (RO 949210523);MGEN INTERNATIONALE (RC 27777777);;
MFP  M.C.F. NANTERRE (RO 949210523);ACS CONTRAT A - BASE (RC 11111119);M;91
MFP  M.C.F. NANTERRE (RO 949210523);CMU AUTRES (RC 88888888);M;89
MFP  M.C.F. PARIS (RO 947510523);CMU CPAM (RC 99999997);M;89
MFP  M.C.F. PARIS (RO 947510523);MMJ (RC 28400000);;
MFP  M.C.F. PARIS (RO 947510523);ACS CONTRAT A - BASE (RC 11111119);M;91
MFP  M.C.F. PARIS (RO 947510523);MGEN INTERNATIONALE (RC 27777777);;
MFP  M.C.F. PARIS (RO 947510523);AME PARTIELLE (RC 75500017);;
MFP  M.C.F. PARIS (RO 947510523);ACS CONTRAT C - PREMIUM (RC 33333337);M;93
MFP  M.C.F. PARIS (RO 947510523);MMJ (RC 28200000);;
MFP  M.C.F. PARIS (RO 947510523);MMJ (RC 28100000);;
MFP  M.C.F. PARIS (RO 947510523);MMJ (RC 28300000);;
MFP  M.C.F. PARIS (RO 947510523);CMU AUTRES (RC 88888888);M;89
MFP  M.C.F. PARIS (RO 947510523);MUTUELLE SORUAL (RC 67100149);;
MFP  M.C.F. PARIS (RO 947510523);MFP MCF RC SEUL (RC 75041758);;
MFP  M.C.F. PARIS (RO 947510523);MGEN SANTE PREVOYANCE (RC 27200000);;
MFP  M.C.F. PARIS (RO 947510523);ACS CONTRAT B - MEDIUM (RC 22222228);M;92
MFP  M.C.F. PARIS (RO 947510523);MGEN ACCES SANTE (RC 27011000);;
MFP  M.C.F. VERSAILLES (RO 947810523);ACS CONTRAT B - MEDIUM (RC 22222228);M;92
MFP  M.C.F. VERSAILLES (RO 947810523);CMU CPAM (RC 99999997);M;89
MFP  M.C.F. VERSAILLES (RO 947810523);MMJ (RC 28400000);;
MFP  M.C.F. VERSAILLES (RO 947810523);MMJ (RC 28100000);;
MFP  M.C.F. VERSAILLES (RO 947810523);CMU AUTRES (RC 88888888);M;89
MFP  M.C.F. VERSAILLES (RO 947810523);MMJ (RC 28200000);;
MFP  M.C.F. VERSAILLES (RO 947810523);MFP MCF RC SEUL (RC 75041758);;
MFP  M.C.F. VERSAILLES (RO 947810523);MGEN INTERNATIONALE (RC 27777777);;
MFP  M.C.F. VERSAILLES (RO 947810523);MGEN SANTE PREVOYANCE (RC 27200000);;
MFP  M.C.F. VERSAILLES (RO 947810523);AME PARTIELLE (RC 75500017);;
MFP  M.C.F. VERSAILLES (RO 947810523);MMJ (RC 28300000);;
MFP  M.C.F. VERSAILLES (RO 947810523);MUTUELLE SORUAL (RC 67100149);;
MFP  M.C.F. VERSAILLES (RO 947810523);MGEN ACCES SANTE (RC 27011000);;
MFP  M.C.F. VERSAILLES (RO 947810523);ACS CONTRAT C - PREMIUM (RC 33333337);M;93
MFP  M.C.F. VERSAILLES (RO 947810523);ACS CONTRAT A - BASE (RC 11111119);M;91
MFP  M.G.A.S. BOBIGNY (RO 949310500);MMJ (RC 28100000);;
MFP  M.G.A.S. BOBIGNY (RO 949310500);CMU AUTRES (RC 88888888);M;89
MFP  M.G.A.S. BOBIGNY (RO 949310500);MMJ (RC 28400000);;
MFP  M.G.A.S. BOBIGNY (RO 949310500);MGEN ACCES SANTE (RC 27011000);;
MFP  M.G.A.S. BOBIGNY (RO 949310500);ACS CONTRAT C - PREMIUM (RC 33333337);M;93
MFP  M.G.A.S. BOBIGNY (RO 949310500);MMJ (RC 28200000);;
MFP  M.G.A.S. BOBIGNY (RO 949310500);ACS CONTRAT A - BASE (RC 11111119);M;91
MFP  M.G.A.S. BOBIGNY (RO 949310500);MGEN INTERNATIONALE (RC 27777777);;
MFP  M.G.A.S. BOBIGNY (RO 949310500);ACS CONTRAT B - MEDIUM (RC 22222228);M;92
MFP  M.G.A.S. BOBIGNY (RO 949310500);MFP MCF RC SEUL (RC 75041758);;
MFP  M.G.A.S. BOBIGNY (RO 949310500);MMJ (RC 28300000);;
MFP  M.G.A.S. BOBIGNY (RO 949310500);MGEN SANTE PREVOYANCE (RC 27200000);;
MFP  M.G.A.S. BOBIGNY (RO 949310500);AME PARTIELLE (RC 75500017);;
MFP  M.G.A.S. BOBIGNY (RO 949310500);MUTUELLE SORUAL (RC 67100149);;
MFP  M.G.A.S. BOBIGNY (RO 949310500);CMU CPAM (RC 99999997);M;89
MFP  M.G.A.S. CERGY-PONTO (RO 949510500);AME PARTIELLE (RC 75500017);;
MFP  M.G.A.S. CERGY-PONTO (RO 949510500);ACS CONTRAT A - BASE (RC 11111119);M;91
MFP  M.G.A.S. CERGY-PONTO (RO 949510500);MGEN SANTE PREVOYANCE (RC 27200000);;
MFP  M.G.A.S. CERGY-PONTO (RO 949510500);MMJ (RC 28200000);;
MFP  M.G.A.S. CERGY-PONTO (RO 949510500);MMJ (RC 28300000);;
MFP  M.G.A.S. CERGY-PONTO (RO 949510500);ACS CONTRAT B - MEDIUM (RC 22222228);M;92
MFP  M.G.A.S. CERGY-PONTO (RO 949510500);MFP MCF RC SEUL (RC 75041758);;
MFP  M.G.A.S. CERGY-PONTO (RO 949510500);MUTUELLE SORUAL (RC 67100149);;
MFP  M.G.A.S. CERGY-PONTO (RO 949510500);CMU CPAM (RC 99999997);M;89
MFP  M.G.A.S. CERGY-PONTO (RO 949510500);MGEN INTERNATIONALE (RC 27777777);;
MFP  M.G.A.S. CERGY-PONTO (RO 949510500);ACS CONTRAT C - PREMIUM (RC 33333337);M;93
MFP  M.G.A.S. CERGY-PONTO (RO 949510500);MGEN ACCES SANTE (RC 27011000);;
MFP  M.G.A.S. CERGY-PONTO (RO 949510500);MMJ (RC 28400000);;
MFP  M.G.A.S. CERGY-PONTO (RO 949510500);CMU AUTRES (RC 88888888);M;89
MFP  M.G.A.S. CERGY-PONTO (RO 949510500);MMJ (RC 28100000);;
MFP  M.G.A.S. CRETEIL (RO 949410500);CMU AUTRES (RC 88888888);M;89
MFP  M.G.A.S. CRETEIL (RO 949410500);MMJ (RC 28400000);;
MFP  M.G.A.S. CRETEIL (RO 949410500);MMJ (RC 28300000);;
MFP  M.G.A.S. CRETEIL (RO 949410500);ACS CONTRAT C - PREMIUM (RC 33333337);M;93
MFP  M.G.A.S. CRETEIL (RO 949410500);AME PARTIELLE (RC 75500017);;
MFP  M.G.A.S. CRETEIL (RO 949410500);MGEN INTERNATIONALE (RC 27777777);;
MFP  M.G.A.S. CRETEIL (RO 949410500);MFP MCF RC SEUL (RC 75041758);;
MFP  M.G.A.S. CRETEIL (RO 949410500);MMJ (RC 28100000);;
MFP  M.G.A.S. CRETEIL (RO 949410500);MUTUELLE SORUAL (RC 67100149);;
MFP  M.G.A.S. CRETEIL (RO 949410500);MGEN SANTE PREVOYANCE (RC 27200000);;
MFP  M.G.A.S. CRETEIL (RO 949410500);CMU CPAM (RC 99999997);M;89
MFP  M.G.A.S. CRETEIL (RO 949410500);ACS CONTRAT B - MEDIUM (RC 22222228);M;92
MFP  M.G.A.S. CRETEIL (RO 949410500);MMJ (RC 28200000);;
MFP  M.G.A.S. CRETEIL (RO 949410500);MGEN ACCES SANTE (RC 27011000);;
MFP  M.G.A.S. CRETEIL (RO 949410500);ACS CONTRAT A - BASE (RC 11111119);M;91
MFP  M.G.A.S. EVRY (RO 949110500);MMJ (RC 28200000);;
MFP  M.G.A.S. EVRY (RO 949110500);MGEN ACCES SANTE (RC 27011000);;
MFP  M.G.A.S. EVRY (RO 949110500);MUTUELLE SORUAL (RC 67100149);;
MFP  M.G.A.S. EVRY (RO 949110500);CMU CPAM (RC 99999997);M;89
MFP  M.G.A.S. EVRY (RO 949110500);ACS CONTRAT A - BASE (RC 11111119);M;91
MFP  M.G.A.S. EVRY (RO 949110500);MGEN INTERNATIONALE (RC 27777777);;
MFP  M.G.A.S. EVRY (RO 949110500);AME PARTIELLE (RC 75500017);;
MFP  M.G.A.S. EVRY (RO 949110500);MMJ (RC 28300000);;
MFP  M.G.A.S. EVRY (RO 949110500);ACS CONTRAT C - PREMIUM (RC 33333337);M;93
MFP  M.G.A.S. EVRY (RO 949110500);MGEN SANTE PREVOYANCE (RC 27200000);;
MFP  M.G.A.S. EVRY (RO 949110500);ACS CONTRAT B - MEDIUM (RC 22222228);M;92
MFP  M.G.A.S. EVRY (RO 949110500);CMU AUTRES (RC 88888888);M;89
MFP  M.G.A.S. EVRY (RO 949110500);MFP MCF RC SEUL (RC 75041758);;
MFP  M.G.A.S. EVRY (RO 949110500);MMJ (RC 28100000);;
MFP  M.G.A.S. EVRY (RO 949110500);MMJ (RC 28400000);;
MFP  M.G.A.S. NANTERRE (RO 949210500);AME PARTIELLE (RC 75500017);;
MFP  M.G.A.S. NANTERRE (RO 949210500);ACS CONTRAT C - PREMIUM (RC 33333337);M;93
MFP  M.G.A.S. NANTERRE (RO 949210500);MMJ (RC 28400000);;
MFP  M.G.A.S. NANTERRE (RO 949210500);MMJ (RC 28300000);;
MFP  M.G.A.S. NANTERRE (RO 949210500);MGEN ACCES SANTE (RC 27011000);;
MFP  M.G.A.S. NANTERRE (RO 949210500);MMJ (RC 28100000);;
MFP  M.G.A.S. NANTERRE (RO 949210500);CMU AUTRES (RC 88888888);M;89
MFP  M.G.A.S. NANTERRE (RO 949210500);MUTUELLE SORUAL (RC 67100149);;
MFP  M.G.A.S. NANTERRE (RO 949210500);MFP MCF RC SEUL (RC 75041758);;
MFP  M.G.A.S. NANTERRE (RO 949210500);MGEN INTERNATIONALE (RC 27777777);;
MFP  M.G.A.S. NANTERRE (RO 949210500);MMJ (RC 28200000);;
MFP  M.G.A.S. NANTERRE (RO 949210500);ACS CONTRAT A - BASE (RC 11111119);M;91
MFP  M.G.A.S. NANTERRE (RO 949210500);ACS CONTRAT B - MEDIUM (RC 22222228);M;92
MFP  M.G.A.S. NANTERRE (RO 949210500);MGEN SANTE PREVOYANCE (RC 27200000);;
MFP  M.G.A.S. NANTERRE (RO 949210500);CMU CPAM (RC 99999997);M;89
MFP  M.G.A.S. PARIS (RO 947510500);MMJ (RC 28100000);;
MFP  M.G.A.S. PARIS (RO 947510500);MMJ (RC 28200000);;
MFP  M.G.A.S. PARIS (RO 947510500);CMU CPAM (RC 99999997);M;89
MFP  M.G.A.S. PARIS (RO 947510500);MFP MCF RC SEUL (RC 75041758);;
MFP  M.G.A.S. PARIS (RO 947510500);MUTUELLE SORUAL (RC 67100149);;
MFP  M.G.A.S. PARIS (RO 947510500);MGEN SANTE PREVOYANCE (RC 27200000);;
MFP  M.G.A.S. PARIS (RO 947510500);ACS CONTRAT B - MEDIUM (RC 22222228);M;92
MFP  M.G.A.S. PARIS (RO 947510500);ACS CONTRAT A - BASE (RC 11111119);M;91
MFP  M.G.A.S. PARIS (RO 947510500);MMJ (RC 28400000);;
MFP  M.G.A.S. PARIS (RO 947510500);MGEN INTERNATIONALE (RC 27777777);;
MFP  M.G.A.S. PARIS (RO 947510500);AME PARTIELLE (RC 75500017);;
MFP  M.G.A.S. PARIS (RO 947510500);MGEN ACCES SANTE (RC 27011000);;
MFP  M.G.A.S. PARIS (RO 947510500);ACS CONTRAT C - PREMIUM (RC 33333337);M;93
MFP  M.G.A.S. PARIS (RO 947510500);MMJ (RC 28300000);;
MFP  M.G.A.S. PARIS (RO 947510500);CMU AUTRES (RC 88888888);M;89
MFP  M.G.A.S. VERSAILLES (RO 947810500);MMJ (RC 28400000);;
MFP  M.G.A.S. VERSAILLES (RO 947810500);CMU AUTRES (RC 88888888);M;89
MFP  M.G.A.S. VERSAILLES (RO 947810500);MGEN ACCES SANTE (RC 27011000);;
MFP  M.G.A.S. VERSAILLES (RO 947810500);MMJ (RC 28200000);;
MFP  M.G.A.S. VERSAILLES (RO 947810500);MMJ (RC 28100000);;
MFP  M.G.A.S. VERSAILLES (RO 947810500);CMU CPAM (RC 99999997);M;89
MFP  M.G.A.S. VERSAILLES (RO 947810500);MFP MCF RC SEUL (RC 75041758);;
MFP  M.G.A.S. VERSAILLES (RO 947810500);MGEN SANTE PREVOYANCE (RC 27200000);;
MFP  M.G.A.S. VERSAILLES (RO 947810500);MUTUELLE SORUAL (RC 67100149);;
MFP  M.G.A.S. VERSAILLES (RO 947810500);ACS CONTRAT A - BASE (RC 11111119);M;91
MFP  M.G.A.S. VERSAILLES (RO 947810500);MGEN INTERNATIONALE (RC 27777777);;
MFP  M.G.A.S. VERSAILLES (RO 947810500);AME PARTIELLE (RC 75500017);;
MFP  M.G.A.S. VERSAILLES (RO 947810500);ACS CONTRAT C - PREMIUM (RC 33333337);M;93
MFP  M.G.A.S. VERSAILLES (RO 947810500);MMJ (RC 28300000);;
MFP  M.G.A.S. VERSAILLES (RO 947810500);ACS CONTRAT B - MEDIUM (RC 22222228);M;92
MFP  M.G.P.A. BOBIGNY (RO 949310524);MFP MCF RC SEUL (RC 75041758);;
MFP  M.G.P.A. BOBIGNY (RO 949310524);MGEN INTERNATIONALE (RC 27777777);;
MFP  M.G.P.A. BOBIGNY (RO 949310524);MUTUELLE SORUAL (RC 67100149);;
MFP  M.G.P.A. BOBIGNY (RO 949310524);MGEN SANTE PREVOYANCE (RC 27200000);;
MFP  M.G.P.A. BOBIGNY (RO 949310524);CMU CPAM (RC 99999997);M;89
MFP  M.G.P.A. BOBIGNY (RO 949310524);ACS CONTRAT B - MEDIUM (RC 22222228);M;92
MFP  M.G.P.A. BOBIGNY (RO 949310524);MMJ (RC 28200000);;
MFP  M.G.P.A. BOBIGNY (RO 949310524);MGEN ACCES SANTE (RC 27011000);;
MFP  M.G.P.A. BOBIGNY (RO 949310524);CMU AUTRES (RC 88888888);M;89
MFP  M.G.P.A. BOBIGNY (RO 949310524);MMJ (RC 28400000);;
MFP  M.G.P.A. BOBIGNY (RO 949310524);MMJ (RC 28300000);;
MFP  M.G.P.A. BOBIGNY (RO 949310524);ACS CONTRAT C - PREMIUM (RC 33333337);M;93
MFP  M.G.P.A. BOBIGNY (RO 949310524);AME PARTIELLE (RC 75500017);;
MFP  M.G.P.A. BOBIGNY (RO 949310524);ACS CONTRAT A - BASE (RC 11111119);M;91
MFP  M.G.P.A. BOBIGNY (RO 949310524);MMJ (RC 28100000);;
MFP  M.G.P.A. CERGY-PONTO (RO 949510524);CMU CPAM (RC 99999997);M;89
MFP  M.G.P.A. CERGY-PONTO (RO 949510524);MMJ (RC 28100000);;
MFP  M.G.P.A. CERGY-PONTO (RO 949510524);MUTUELLE SORUAL (RC 67100149);;
MFP  M.G.P.A. CERGY-PONTO (RO 949510524);MFP MCF RC SEUL (RC 75041758);;
MFP  M.G.P.A. CERGY-PONTO (RO 949510524);ACS CONTRAT B - MEDIUM (RC 22222228);M;92
MFP  M.G.P.A. CERGY-PONTO (RO 949510524);MMJ (RC 28300000);;
MFP  M.G.P.A. CERGY-PONTO (RO 949510524);MMJ (RC 28200000);;
MFP  M.G.P.A. CERGY-PONTO (RO 949510524);MGEN SANTE PREVOYANCE (RC 27200000);;
MFP  M.G.P.A. CERGY-PONTO (RO 949510524);MGEN INTERNATIONALE (RC 27777777);;
MFP  M.G.P.A. CERGY-PONTO (RO 949510524);ACS CONTRAT A - BASE (RC 11111119);M;91
MFP  M.G.P.A. CERGY-PONTO (RO 949510524);AME PARTIELLE (RC 75500017);;
MFP  M.G.P.A. CERGY-PONTO (RO 949510524);CMU AUTRES (RC 88888888);M;89
MFP  M.G.P.A. CERGY-PONTO (RO 949510524);MMJ (RC 28400000);;
MFP  M.G.P.A. CERGY-PONTO (RO 949510524);MGEN ACCES SANTE (RC 27011000);;
MFP  M.G.P.A. CERGY-PONTO (RO 949510524);ACS CONTRAT C - PREMIUM (RC 33333337);M;93
MFP  M.G.P.A. CRETEIL (RO 949410524);MGEN INTERNATIONALE (RC 27777777);;
MFP  M.G.P.A. CRETEIL (RO 949410524);AME PARTIELLE (RC 75500017);;
MFP  M.G.P.A. CRETEIL (RO 949410524);MMJ (RC 28100000);;
MFP  M.G.P.A. CRETEIL (RO 949410524);MUTUELLE SORUAL (RC 67100149);;
MFP  M.G.P.A. CRETEIL (RO 949410524);MGEN SANTE PREVOYANCE (RC 27200000);;
MFP  M.G.P.A. CRETEIL (RO 949410524);MFP MCF RC SEUL (RC 75041758);;
MFP  M.G.P.A. CRETEIL (RO 949410524);ACS CONTRAT B - MEDIUM (RC 22222228);M;92
MFP  M.G.P.A. CRETEIL (RO 949410524);MMJ (RC 28300000);;
MFP  M.G.P.A. CRETEIL (RO 949410524);MMJ (RC 28200000);;
MFP  M.G.P.A. CRETEIL (RO 949410524);MGEN ACCES SANTE (RC 27011000);;
MFP  M.G.P.A. CRETEIL (RO 949410524);ACS CONTRAT A - BASE (RC 11111119);M;91
MFP  M.G.P.A. CRETEIL (RO 949410524);CMU AUTRES (RC 88888888);M;89
MFP  M.G.P.A. CRETEIL (RO 949410524);MMJ (RC 28400000);;
MFP  M.G.P.A. CRETEIL (RO 949410524);ACS CONTRAT C - PREMIUM (RC 33333337);M;93
MFP  M.G.P.A. CRETEIL (RO 949410524);CMU CPAM (RC 99999997);M;89
MFP  M.G.P.A. EVRY (RO 949110524);AME PARTIELLE (RC 75500017);;
MFP  M.G.P.A. EVRY (RO 949110524);ACS CONTRAT A - BASE (RC 11111119);M;91
MFP  M.G.P.A. EVRY (RO 949110524);MGEN INTERNATIONALE (RC 27777777);;
MFP  M.G.P.A. EVRY (RO 949110524);CMU CPAM (RC 99999997);M;89
MFP  M.G.P.A. EVRY (RO 949110524);MUTUELLE SORUAL (RC 67100149);;
MFP  M.G.P.A. EVRY (RO 949110524);MGEN SANTE PREVOYANCE (RC 27200000);;
MFP  M.G.P.A. EVRY (RO 949110524);MFP MCF RC SEUL (RC 75041758);;
MFP  M.G.P.A. EVRY (RO 949110524);ACS CONTRAT B - MEDIUM (RC 22222228);M;92
MFP  M.G.P.A. EVRY (RO 949110524);MMJ (RC 28200000);;
MFP  M.G.P.A. EVRY (RO 949110524);MGEN ACCES SANTE (RC 27011000);;
MFP  M.G.P.A. EVRY (RO 949110524);MMJ (RC 28100000);;
MFP  M.G.P.A. EVRY (RO 949110524);CMU AUTRES (RC 88888888);M;89
MFP  M.G.P.A. EVRY (RO 949110524);MMJ (RC 28400000);;
MFP  M.G.P.A. EVRY (RO 949110524);MMJ (RC 28300000);;
MFP  M.G.P.A. EVRY (RO 949110524);ACS CONTRAT C - PREMIUM (RC 33333337);M;93
MFP  M.G.P.A. NANTERRE (RO 949210524);ACS CONTRAT A - BASE (RC 11111119);M;91
MFP  M.G.P.A. NANTERRE (RO 949210524);MGEN ACCES SANTE (RC 27011000);;
MFP  M.G.P.A. NANTERRE (RO 949210524);ACS CONTRAT B - MEDIUM (RC 22222228);M;92
MFP  M.G.P.A. NANTERRE (RO 949210524);MGEN INTERNATIONALE (RC 27777777);;
MFP  M.G.P.A. NANTERRE (RO 949210524);MFP MCF RC SEUL (RC 75041758);;
MFP  M.G.P.A. NANTERRE (RO 949210524);MGEN SANTE PREVOYANCE (RC 27200000);;
MFP  M.G.P.A. NANTERRE (RO 949210524);MMJ (RC 28300000);;
MFP  M.G.P.A. NANTERRE (RO 949210524);MMJ (RC 28400000);;
MFP  M.G.P.A. NANTERRE (RO 949210524);CMU CPAM (RC 99999997);M;89
MFP  M.G.P.A. NANTERRE (RO 949210524);CMU AUTRES (RC 88888888);M;89
MFP  M.G.P.A. NANTERRE (RO 949210524);MUTUELLE SORUAL (RC 67100149);;
MFP  M.G.P.A. NANTERRE (RO 949210524);AME PARTIELLE (RC 75500017);;
MFP  M.G.P.A. NANTERRE (RO 949210524);MMJ (RC 28100000);;
MFP  M.G.P.A. NANTERRE (RO 949210524);ACS CONTRAT C - PREMIUM (RC 33333337);M;93
MFP  M.G.P.A. NANTERRE (RO 949210524);MMJ (RC 28200000);;
MFP  M.G.P.A. PARIS (RO 947510524);MMJ (RC 28100000);;
MFP  M.G.P.A. PARIS (RO 947510524);CMU CPAM (RC 99999997);M;89
MFP  M.G.P.A. PARIS (RO 947510524);MUTUELLE SORUAL (RC 67100149);;
MFP  M.G.P.A. PARIS (RO 947510524);MFP MCF RC SEUL (RC 75041758);;
MFP  M.G.P.A. PARIS (RO 947510524);MGEN SANTE PREVOYANCE (RC 27200000);;
MFP  M.G.P.A. PARIS (RO 947510524);ACS CONTRAT A - BASE (RC 11111119);M;91
MFP  M.G.P.A. PARIS (RO 947510524);MGEN INTERNATIONALE (RC 27777777);;
MFP  M.G.P.A. PARIS (RO 947510524);MMJ (RC 28200000);;
MFP  M.G.P.A. PARIS (RO 947510524);AME PARTIELLE (RC 75500017);;
MFP  M.G.P.A. PARIS (RO 947510524);ACS CONTRAT C - PREMIUM (RC 33333337);M;93
MFP  M.G.P.A. PARIS (RO 947510524);MMJ (RC 28300000);;
MFP  M.G.P.A. PARIS (RO 947510524);MMJ (RC 28400000);;
MFP  M.G.P.A. PARIS (RO 947510524);CMU AUTRES (RC 88888888);M;89
MFP  M.G.P.A. PARIS (RO 947510524);ACS CONTRAT B - MEDIUM (RC 22222228);M;92
MFP  M.G.P.A. PARIS (RO 947510524);MGEN ACCES SANTE (RC 27011000);;
MFP  M.G.P.A. VERSAILLES (RO 947810524);MUTUELLE SORUAL (RC 67100149);;
MFP  M.G.P.A. VERSAILLES (RO 947810524);AME PARTIELLE (RC 75500017);;
MFP  M.G.P.A. VERSAILLES (RO 947810524);ACS CONTRAT A - BASE (RC 11111119);M;91
MFP  M.G.P.A. VERSAILLES (RO 947810524);MMJ (RC 28400000);;
MFP  M.G.P.A. VERSAILLES (RO 947810524);CMU CPAM (RC 99999997);M;89
MFP  M.G.P.A. VERSAILLES (RO 947810524);ACS CONTRAT C - PREMIUM (RC 33333337);M;93
MFP  M.G.P.A. VERSAILLES (RO 947810524);ACS CONTRAT B - MEDIUM (RC 22222228);M;92
MFP  M.G.P.A. VERSAILLES (RO 947810524);MMJ (RC 28300000);;
MFP  M.G.P.A. VERSAILLES (RO 947810524);MGEN SANTE PREVOYANCE (RC 27200000);;
MFP  M.G.P.A. VERSAILLES (RO 947810524);MFP MCF RC SEUL (RC 75041758);;
MFP  M.G.P.A. VERSAILLES (RO 947810524);MGEN ACCES SANTE (RC 27011000);;
MFP  M.G.P.A. VERSAILLES (RO 947810524);MGEN INTERNATIONALE (RC 27777777);;
MFP  M.G.P.A. VERSAILLES (RO 947810524);MMJ (RC 28100000);;
MFP  M.G.P.A. VERSAILLES (RO 947810524);MMJ (RC 28200000);;
MFP  M.G.P.A. VERSAILLES (RO 947810524);CMU AUTRES (RC 88888888);M;89
MFP  M.G.P.A.T. BOBIGNY (RO 949310634);MFP MCF RC SEUL (RC 75041758);;
MFP  M.G.P.A.T. BOBIGNY (RO 949310634);MGEN ACCES SANTE (RC 27011000);;
MFP  M.G.P.A.T. BOBIGNY (RO 949310634);MGEN INTERNATIONALE (RC 27777777);;
