ID,ENSEIGNE,ADRESSE,COMPLEMENT,CODE POSTAL,COMMUNE,NATURE DU DEBIT
2318,TABAC PRESSE PARC FLEURI CHEZ SERGE,121 BD PAUL CLAUDEL,LE PARC FLEURI         -TABAC-,13009,MARSEILLE,Ordinaire permanent
2319,LE MONTESQUIEU,CC ST PAUL BD BOUGE prolongŽ,TABAC,13013,MARSEILLE,Ordinaire permanent
2320,TABAC PRESSE DU CHARREL,ZAC DU CHARREL,TABAC,13400,AUBAGNE,Ordinaire permanent
2321,TABAC PRESSE PACAUD,425 R PARADIS,SNC PACAUD,13008,MARSEILLE,Ordinaire permanent
2322,  TABAC  PARC DESSUARD,C C DU PARC DESSUARD,67 AV DES CAILLOLS TABAC,13012,MARSEILLE,Ordinaire permanent
2323,LE VAISSEAU BLEU,80 rue ALBE,TABAC,13004,MARSEILLE,Ordinaire permanent
2324,LE SAN MICHEL,AV  DE HAMBOURG,CCIAL DE BONNEVEINE TABAC,13008,MARSEILLE,Ordinaire permanent
2325,TABAC PRESSE PICON,218 chemin de Ste Marthe,CCIAL CAMPAGNE PICON   TABAC,13014,MARSEILLE,Ordinaire permanent
2326,TABAC PRESSE LOTO AZAMOUM MALIKA,125 BD HENRI BARNIER,CENTRE LA BRICARDE-TABAC-,13015,MARSEILLE,Ordinaire permanent
2327,,17 Boulevard ANSALDI,-TABAC-,13014,MARSEILLE,Ordinaire permanent
2328,,CCIAL CHANTEPERDRIX,RUE DU DOCTEUR GIRBAL-TABAC-,13010,MARSEILLE,Ordinaire permanent
2329,TABAC PRESSE LE MILLƒNIUM,GALERIE COMMERCIALE,METRO LA ROSE-TABAC-,13013,MARSEILLE,Ordinaire permanent
2330,SNC DEPRICK,72   chemin du Merlan ˆ la Rose,TABAC,13013,MARSEILLE,Ordinaire permanent
2331,TABAC PRESSE DU SABLIER,121 BD DU SABLIER,TABAC,13008,MARSEILLE,Ordinaire permanent
2332,DECLIC PHOTO,30 R DE L ARENE,TABAC,13260,CASSIS,Ordinaire saisonnier
2333,TABAC LE GALION ,136 AV  DES POILUS,TABAC,13013,MARSEILLE,Ordinaire permanent
2334,TABAC DU MAIL,Avenue Paul Sirvent ,LA ROTONDE DU MAIL - TABAC,13380,PLAN-DE-CUQUES,Ordinaire permanent
2335,,ZONE SOUS DOUANE,AEROPORT DE MARSEILLE PROVENCE-TABAC-,13700,MARIGNANE,SpŽcial
2336,LE PLUMIER- SNC ALMAS,52 ROUTE DE CASSIS,GALERIE MARCHANDE DU STADE  ,13470,CARNOUX-EN-PROVENCE,Ordinaire permanent
2337,,100 BD DE LA MILLIERE,TABAC,13011,MARSEILLE,Ordinaire permanent
2338,,69 CHEM DE SAINTE MARTHE,TABAC,13014,MARSEILLE,Ordinaire permanent
2339,,9 PL MIGNARD,TABAC,13009,MARSEILLE,Ordinaire permanent
2340,LE MONUMENT,163 AV CORNICHE KENNEDY,TABAC,13007,MARSEILLE,Ordinaire permanent
2341,LE ROMAIN,192 R DE ROME,TABAC,13006,MARSEILLE,Ordinaire permanent
2342,SNCM / COMPTOIRS DU SUD,BP 61963   TABAC,CEDEX 02,13226,MARSEILLE,SpŽcial
2343,TABAC LE PUJOL,ZONE D ACTIVITE LE PUJOL,TABAC,13390,AURIOL,Ordinaire permanent
2344,LE BISTROT MARIN,214 Avenue de La Madrague de Montredon , LE BISTROT MARIN,13008,MARSEILLE,Ordinaire permanent
2345,,68 BD BUREL,TABAC,13014,MARSEILLE,Ordinaire permanent
2346,,"C.CIAL""LA VALENTINE""",TABAC,13011,MARSEILLE,Ordinaire permanent
2347,RELAIS H,AŽroport de Marseille Provence,M P 2  RELAIS H,13700,MARIGNANE,SpŽcial
2348, JACOB'S TABAC PRESSE,rue Isaac Newton,RƒSID. LES VIGNES-LA DURANNE TABAC,13100,AIX-EN-PROVENCE,Ordinaire permanent
2349,TABAC BAR O'CIGALES,2  Avenue Georges Risler,,13190,ALLAUCH,Ordinaire permanent
2350,LE FLINT,13 av du 8 mai 45,TABAC LE FLINT,13240,SEPTEMES-LES-VALLONS,Ordinaire permanent
2351,BAR TABAC DE L' HAUTURE,33 R PORTE DE LAURE,SNC BATOEV,13200,ARLES,Ordinaire permanent
2352,LE POT A TABAC,71 R DU 4 SEPTEMBRE,TABAC,13200,ARLES,Ordinaire permanent
2353,LE CHIQUITO,30 Rue prŽsident Wilson,TABAC,13200,ARLES,Ordinaire permanent
2354,LA CIVETTE PORTAGNEL,79 rue PORTAGNEL,TABAC SNC INFINITY ,13200,ARLES,Ordinaire permanent
2355,CHEZ BOUBOU,12 PL PAUL DOUMER,TABAC CHEZ BOUBOU,13200,ARLES,Ordinaire permanent
2356,TABAC L'AGACHON,Rte des Saintes Marie de la Mer,ALBARON,13123,ARLES,Ordinaire permanent
2357,BAR TABAC LE CYRANO,38 Bd Georges ClŽmenceau, ,13200,ARLES,Ordinaire permanent
2358,LE GALLIA,22 rue de l'H™tel de Ville,SNC J.M. GALLIA,13200,ARLES,Ordinaire permanent
2359,TABAC L'ARLEQUIN ,7 BIS RUE ANDRE BENOIT,TABAC L- ARLEQUIN ,13200,ARLES,Ordinaire permanent
2360,LE LONGCHAMP,20 R ANATOLE FRANCE,TABAC LE LONGCHAMP,13200,ARLES,Ordinaire permanent
2361,BRASSERIE TABAC ,2 Place du Forum,,13200,ARLES,Ordinaire permanent
2362,LE DAVIDOFF,10 Avenue  Victor Hugo,SNC ROLLAND CIPREOS,13200,ARLES,Ordinaire permanent
2363,LE FONTENOY,10 AV  STALINGRAD,TABAC SNC LE FONTENOY,13200,ARLES,Ordinaire permanent
2364,SNC LE NARVAL,18 Place Voltaire,SNC LE NARVAL,13200,ARLES,Ordinaire permanent
2365,BAR TABAC IDEAL,5 PLACE DE LA REVOLUTION,TABAC IDEAL,13200,ARLES,Ordinaire permanent
2366,TABAC DU CENTRE,B‰timent 2  BD DE LA GARE,SALIN DE GIRAUD ,13129,ARLES,Ordinaire permanent
2367,TABAC  LE GƒGƒ,23  Le cours Jean Baptiste Rey,TABAC ,13570,BARBENTANE,Ordinaire permanent
2368,L'ASTRADO,6 PL GILLES LEONTIN,TABAC,13150,BOULBON,Ordinaire permanent
2369,MAG PRESSE TABAC,650 Bd Ernest Genevet,TABAC,13160,CHATEAURENARD,Ordinaire permanent
2370,BAR TABAC LOU SIMBEU,29 COURS CARNOT,TABAC,13160,CHATEAURENARD,Ordinaire permanent
2371,MAG PRESSE TABAC,45 AV DE LATTRE DE TASSIGNY,TABAC,13160,CHATEAURENARD,Ordinaire permanent
2372,LE ROYAL,8 Av   LEO LAGRANGE,TABAC,13160,CHATEAURENARD,Ordinaire permanent
2373,TABAC PRESSE LOTO,3 rue BOISGELIN,SNC LA BOURBONNAISE,13430,EYGUIERES,Ordinaire permanent
2374,LE MARIGNY,2 BIS PLACE JAURES,TABAC,13630,EYRAGUES,Ordinaire permanent
2375,L ECHO DES ALPILLES,79 CRS DAUDET,TABAC,13990,FONTVIEILLE,Ordinaire permanent
2376,LE CAFE DU SAMBUC,5 Place Denis CHANUT,TABAC LE SAMBUC,13200,ARLES,Ordinaire permanent
2377,TABAC PRESSE LOTO,58 Route de Saint Andiol,TABAC,13940,MOLLEGES,Ordinaire permanent
2378,TABAC PRESSE,112 AVENUE BERTHERIGUE,TABAC,13570,BARBENTANE,Ordinaire permanent
2379,LE BAR TABAC DES ALPILLES,21 Bd  Victor Hugo,SNC ALTIUS,13210,SAINT-REMY-DE-PROVENCE,Ordinaire permanent
2380,BAR TABAC DU MARCHƒ / SNC JEMA,2 Place de la RŽpublique,,13210,SAINT-REMY-DE-PROVENCE,Ordinaire permanent
2381,BAR TABAC LE PROVENCAL,18 Bd Marceau,SNC LE PROVENCAL,13210,SAINT-REMY-DE-PROVENCE,Ordinaire permanent
2382,PRESSE TABAC LOTO,11 CRS ARISTIDE BRIAND,TABAC,13150,TARASCON,Ordinaire permanent
2383,TABAC PRESSE DU GRES,39 R DE LA REPUBLIQUE,ST ETIENNE DU GRES,13103,SAINT-ETIENNE-DU-GRES,Ordinaire permanent
2384,LE GLOBE,50 BD VICTOR HUGO,TABAC,13150,TARASCON,Ordinaire permanent
2385,LA TARASCONNAISE,66 BD VICTOR HUGO,SNC ROULET-SGOIFO,13150,TARASCON,Ordinaire permanent
2386,BAR TABAC DE LA MAIRIE,15 PLACE DU MARCHE, BAR TABAC DE LA MAIRIE,13150,TARASCON,Ordinaire permanent
2387,TABAC LOTO PRESSE,56 Rue MONGE,TABAC,13150,TARASCON,Ordinaire permanent
2388,SPORTING- BAR TABACS LOTO,2 ruer Joseph Gallas,TABAC,13230,PORT-SAINT-LOUIS-DU-RHONE,Ordinaire permanent
2389,TABAC PRESSE LE MISTRAL,Av  FrŽdŽric Mistral,TABAC,13930,AUREILLE,Ordinaire permanent
2390,SNC CAFE DE LA GARE,Quartier de la Gare,,13940,MOLLEGES,Ordinaire permanent
2391,LE RELAIS GOURMAND,2 PLACE PIERRE LIMBERTON,TABAC,13103,MAS-BLANC-DES-ALPILLES,Ordinaire permanent
2392,TABAC PRESSE,34 route d'Avignon,TABAC,13750,PLAN-DORGON,Ordinaire permanent
2393,TABAC LE BALTO,5 rue Jean Jaurs,TABAC LE BALTO,13200,ARLES,Ordinaire permanent
2394,LA CIVETTE ARLESIENNE,2 PLACE LAMARTINE,TABAC,13200,ARLES,Ordinaire permanent
2395,SNC L'ENCRE Y EST ,6 PLace JEANNE D ARC,,13870,ROGNONAS,Ordinaire permanent
2396,TABAC MUS,14 RUE VAUVENARGUES,TABAC MUS,13100,AIX-EN-PROVENCE,Ordinaire permanent
2397,TABAC LA CRAVACHE,1 RUE D ITALIE,TABAC,13100,AIX-EN-PROVENCE,Ordinaire permanent
2398,LE MIGNET,37 R MIGNET,TABAC,13100,AIX-EN-PROVENCE,Ordinaire permanent
2399,TABAC,660 Avenue de GalilŽe ,PARC DE LA DURANNE TABAC,13100,AIX-EN-PROVENCE,Ordinaire permanent
2400,AU KHEDIVE,23 cours MIRABEAU,TABAC,13100,AIX-EN-PROVENCE,Ordinaire permanent
2401,LE VESIAN II,42 avenue Victor Hugo,BAR TABAC,13100,AIX-EN-PROVENCE,Ordinaire permanent
2402,LA BOUFFARDE,1 R CLEMENCEAU,TABAC,13100,AIX-EN-PROVENCE,Ordinaire permanent
2403,LE BALTO,63 R D ITALIE,TABAC LE BALTO,13100,AIX-EN-PROVENCE,Ordinaire permanent
2404,SNC BRASSERIE DU PALAIS,2 RUE MANUEL,TABAC,13100,AIX-EN-PROVENCE,Ordinaire permanent
2405,LE CORONA,1 R DE LA REPUBLIQUE,TABAC,13100,AIX-EN-PROVENCE,Ordinaire permanent
2406,TABAC ST JEROME,1 AV  DE SAINT JEROME,TABAC,13100,AIX-EN-PROVENCE,Ordinaire permanent
2407,LE GAULOIS,34 R JACQUES DE LA ROQUE,TABAC,13100,AIX-EN-PROVENCE,Ordinaire permanent
2408,BAR TABAC L'ESPARIAT,38 R ESPARIAT,SNC L-ESPARIAT,13100,AIX-EN-PROVENCE,Ordinaire permanent
2409,BAR TABAC DU PONT DE L'ARC,56 AV  FORTUNE FERRINI,TABAC,13090,AIX-EN-PROVENCE,Ordinaire permanent
2410,BAR TABAC SNC LES PLATANES,2112 route de Sisteron,LES PLATANES,13100,AIX-EN-PROVENCE,Ordinaire permanent
2411,LE BISTROT,10 bd Victor Hugo,TABAC,13130,BERRE-LETANG,Ordinaire permanent
2412,TABAC DE L HOTEL DE VILLE ,PL DE L HOTEL DE VILLE,TABAC,13320,BOUC-BEL-AIR,Ordinaire permanent
2413,RESTAURANT DU PIN ,LE PIN PORTE ROUGE,RN 8 TABAC,13320,BOUC-BEL-AIR,Ordinaire permanent
2414,TABAC LE CABRI, HAMEAU CALAS RN 543  Rue de Provence,TABAC LE CABRI - SNC GREG & AME,13480,CABRIES,Ordinaire permanent
2415,BAR TABAC DE LA GARE,63 BD CARNOT,SNC RIONDET,13120,GARDANNE,Ordinaire permanent
2416, TABAC LA PLAINE,930  Avenue d'Armenie, TABAC CENTRE COMMERCIAL LA PLAINE,13120,GARDANNE,Ordinaire permanent
2417,LE TOTEM- SNC BOTZ,4 BOULEVARD PAINLEVE,TABAC LE TOTEM,13800,ISTRES,Ordinaire permanent
2418,TABAC LA CIVETTE,24 CRS JEAN JAURES,SNC HAIME-UGOLINI,13800,ISTRES,Ordinaire permanent
2419,TABAC LA BOUFFARDE,71 AV DE LA CRAU,ENTRESSEN,13118,ISTRES,Ordinaire permanent
2420,BAR TABAC LA BONNE FONTAINE,4 BD DE LA REPUBLIQUE,TABAC,13410,LAMBESC,Ordinaire permanent
2421,LE LONGCHAMPS,130 AV JEAN JAURES,SNC LE LONGCHAMPS,13700,MARIGNANE,Ordinaire permanent
2422,TABAC-LOTO LE HAVANE ,6 PLACE JEAN JAURES,TABAC,13500,MARTIGUES,Ordinaire permanent
2423,BAR TABAC DE L'OSEILLE  ,13 PLACE GERARD TENQUE,SNC D.V.P.,13500,MARTIGUES,Ordinaire permanent
2424,TABAC LA CIVETTE,15 CRS DU 4 SEPTEMBRE,TABAC LA CIVETTE,13500,MARTIGUES,Ordinaire permanent
2425,TABAC LE DIPLOMATE ,10 COURS DU 4 SEPTEMBRE,SNC LE GUIRRIEC/TARDI,13500,MARTIGUES,Ordinaire permanent
2426,BISTROT DE L'ILE,4 PLACE DE LA LIBERATION,SNC BISTROT DE L-ILE,13500,MARTIGUES,Ordinaire permanent
2427,LE REVERDIGO ,3 Avenue RenŽ Fouque ,CARRO,13500,MARTIGUES,Ordinaire permanent
2428,TABAC LE PELISSANNAIS,77 RUE CARNOT, PELISSANNE,13330,PELISSANNE,Ordinaire permanent
2429,BAR TABAC DE LA PAIX,2 cours LANDRIVON,SNC EMMA,13110,PORT-DE-BOUC,Ordinaire permanent
2430,BAR TABAC LE GLOBE,46 RTE NATIONALE,TABAC,13110,PORT-DE-BOUC,Ordinaire permanent
2431,BAR TABAC LE COQUET BAR,AV MAURICE THOREZ,RƒSIDENCE LE TASSY,13110,PORT-DE-BOUC,Ordinaire permanent
2432,BAR TABAC LE MARIGNY,16 Rue VOLTAIRE,TABAC,13250,SAINT-CHAMAS,Ordinaire permanent
2433,BAR DE L'EPOQUE,32 Place de la RŽpublique,TABAC,13250,SAINT-CHAMAS,Ordinaire permanent
2434,MAG PRESSE TABAC LOTO,6 Place Neuve,SNC TEISSIER BEAUDOUIN,13920,SAINT-MITRE-LES-REMPARTS,Ordinaire permanent
2435,TABAC PRESSE DU PONT D AVIGNON,376 BD LEDRU ROLLIN,SNC BRUNON,13300,SALON-DE-PROVENCE,Ordinaire permanent
2436,BAR TABAC LE DIPLOMATE- ,24 CRS GIMON,SNC LAMBERT-MAYET,13300,SALON-DE-PROVENCE,Ordinaire permanent
2437,TABAC DU PALAIS,512 BD DE LA REPUBLIQUE,SNC TABAC DU PALAIS,13300,SALON-DE-PROVENCE,Ordinaire permanent
2438,SNC JUS-CROUAU,184 COURS VICTOR HUGO,TABAC,13300,SALON-DE-PROVENCE,Ordinaire permanent
2439,BAR TABAC LE MARIGNY,155 Cours GIMON,BAR TABAC LE MARIGNY,13300,SALON-DE-PROVENCE,Ordinaire permanent
2440,TABAC LE FONTENOY,39 COURS CARNOT,TABAC,13300,SALON-DE-PROVENCE,Ordinaire permanent
2441,LA ROYALE ,571 AllŽe de Craponne,TABAC,13300,SALON-DE-PROVENCE,Ordinaire permanent
2442,TABAC DES ALPES,46 AV MAURICE PLANTIER,TABAC DES ALPES,13770,VENELLES,Ordinaire permanent
2443,TABAC,20 av  de La RŽpublique,,13111,COUDOUX,Ordinaire permanent
2444,CELONY CAFE,1040 route d'Avignon,RN 7   CELONY TABAC,13090,AIX-EN-PROVENCE,Ordinaire permanent
2445,CAFE LES 3 SAUTETS,47 Avenue Henri Malacrida,SNC LES TROIS SAUTETS,13100,AIX-EN-PROVENCE,Ordinaire permanent
2446,LE PETIT ROQUEFAVOUR ,45 AV JEAN et MARCEL FONTENAILLE,LE PETIT ROQUEFAVOUR TABAC,13100,AIX-EN-PROVENCE,Ordinaire permanent
2447,SNC BAR TABAC LE BERGERAC,70 avenue Franois Mitterrand,TABAC LE BERGERAC,13170,LES-PENNES-MIRABEAU,Ordinaire permanent
2448,LE THERMAL,39 CRS SEXTIUS,TABAC,13100,AIX-EN-PROVENCE,Ordinaire permanent
2449,TABAC LE FONTENOY,64 Avenue du 8 Mai 45,TABAC,13240,SEPTEMES-LES-VALLONS,Ordinaire permanent
2450,SNC REMY,PL JEAN JAURES,TABAC,13140,MIRAMAS,Ordinaire permanent
2451,LA BOUFFARDE,21 BD DE LA REPUBLIQUE,TABAC,13530,TRETS,Ordinaire permanent
2452,TABAC PRESSE,2 Cours Alberic Laurent,TABAC  ,13790,PEYNIER,Ordinaire permanent
2453,TABAC,rue du Puits Vieux,TABAC ,13480,CABRIES,Ordinaire permanent
2454,TABAC PRESSE LOTO,6 Av   Camille PELLETAN,TABAC,13340,ROGNAC,Ordinaire permanent
2455,TABAC PRESSE SNC GARCIA BEL-AIR, 1450 av  Chaban Delmas,QUARTIER BEL AIR,13300,SALON-DE-PROVENCE,Ordinaire permanent
2456,TABAC PRESSE LOTO,PLACE DE CROIX SAINTE,TABAC SNC MARCEL,13500,MARTIGUES,Ordinaire permanent
2457,LE MARIGNY,12/14 PLace des Poilus,TABAC,13230,PORT-SAINT-LOUIS-DU-RHONE,Ordinaire permanent
2458,BAR TABAC LE NARVAL,74 AV MIRABEAU, LA MEDE,13220,CHATEAUNEUF-LES-MARTIGUES,Ordinaire permanent
2459,,2 av  des Rhododendrons,SNC KYO,13120,GARDANNE,Ordinaire permanent
2460,BAR TABAC LA CARDELINE,LA CARDELINE,RDN7 TABAC,13790,CHATEAUNEUF-LE-ROUGE,Ordinaire permanent
2461,TABAC LE SQUARE ,Av  Louis Morier  , LAVERA,13117,MARTIGUES,Ordinaire permanent
2462,LE PROGRES  ,Place de la RŽpublique,TABAC SNC PIERGIL,13810,EYGALIERES,Ordinaire permanent
2463,CAFE TABAC LE RALLYE,1 av  de la RŽpublique,TABAC LE RALLYE,13150,TARASCON,Ordinaire permanent
2464,,2 R LAMARTINE,TABAC,13910,MAILLANE,Ordinaire permanent
2465,BAR TABAC DE LA TOUR,12 R PASTEUR,TABAC,13230,PORT-SAINT-LOUIS-DU-RHONE,Ordinaire permanent
2466,SNC PEP'S,9 Cours Carnot,TABAC,13160,CHATEAURENARD,Ordinaire permanent
2467,LE MOULIN BLEU,26 Bd DE LA REPUBLIQUE,TABAC,13550,NOVES,Ordinaire permanent
2468,TABAC PRESSE LOTO,1 Grand' Rue,TABAC ,13440,CABANNES,Ordinaire permanent
2469,LE CYRANO,11 Cours Paul Reveil,TABAC LE CYRANO ,13890,MOURIES,Ordinaire permanent
2470,TABAC AU BEAUREGARD,90 AV  DE LA VICTOIRE,TABAC SNC MARTINELLI,13660,ORGON,Ordinaire permanent
2471,TABAC PRESSE ST ANDIOL,35 RD7N,TABAC,13670,SAINT-ANDIOL,Ordinaire permanent
2472,TABAC PRESSE,Place LAMARTINE,SNC MICHEL ,13460,SAINTES-MARIES-DE-LA-MER,Ordinaire permanent
2473,TABAC PRESSE EPICERIE,50 rue de la RŽpublique,TABAC,13980,ALLEINS,Ordinaire permanent
2474,SNC WASOIL - LE DIPLOMATE,2 rue Broussonet,BAT A,13200,ARLES,Ordinaire permanent
2475,LE DIPLOMATE SNC GOUIN KERLEAU,27 Route de la CRAU  RAPHELE-LES-ARLES,TABAC LE DIPLOMATE SNC GOUIN KERLEAU,13280,ARLES,Ordinaire permanent
2476,LOU CIGALOUN - SNC PETRAZ  ,23 AV  DE LA REPUBLIQUE,TABAC LOU CIGALOUN,13310,SAINT-MARTIN-DE-CRAU,Ordinaire permanent
2477,KENNY'S TABAC PRESSE,8 AV  DU GAL DE GAULLE,TABAC,13630,EYRAGUES,Ordinaire permanent
2478,TABAC L' ARIEL,23 Cours Yacinthe Bellon,TABAC,13990,FONTVIEILLE,Ordinaire permanent
2479,REVE BAR ,18 AV FREDERIC MISTRAL,TABAC,13690,GRAVESON,Ordinaire permanent
2480,TABAC-SUPERETTE,GRAND RUE,TABAC,13113,LAMANON,Ordinaire permanent
2481,PLANET PROVENCE,44 AVENUE DE LA VALLEE DES BAUX,TABAC PLANET PROVENCE,13520,MAUSSANE-LES-ALPILLES,Ordinaire permanent
2482,TABAC LA BOUFFARDE,17 Boulveard  Mirabeau ,TABAC,13210,SAINT-REMY-DE-PROVENCE,Ordinaire permanent
2483,MAISON DE LA PRESSE,17 cours Jean Jaurs,TABAC,13560,SENAS,Ordinaire permanent
2484,TABAC ST PAUL,75 GRANDE RUE,TABAC,13115,SAINT-PAUL-LES-DURANCE,Ordinaire permanent
2485,LE MARIGNY,19 BD DE LA REPUBLIQUE,TABAC LE MARIGNY,13530,TRETS,Ordinaire permanent
2486,LE PROVENCE,4 Places DES AUGUSTINS,TABAC,13100,AIX-EN-PROVENCE,Ordinaire permanent
2487,TABAC LE LONGCHAMP,25 Rue des Fileuses de Soie,TABAC LE LONGCHAMP,13300,SALON-DE-PROVENCE,Ordinaire permanent
2488,BAR TABAC DU TUNNEL,26 AV  VICTOR HUGO,TABAC LA GAVOTTE,13170,LES-PENNES-MIRABEAU,Ordinaire permanent
2489,BAR TABAC LE MISTRAL,11 Quai de la LibertŽ,SNC DI-MARIA MOUGAMMADALY,13110,PORT-DE-BOUC,Ordinaire permanent
2490,TABAC TOTEM,42 AV ROGER CHAUDON,SNC BEQUES,13290,AIX-EN-PROVENCE,Ordinaire permanent
2491,"TABAC ""L'ECRIN""",5 rue PRINCIPALE,PUYRICARD,13540,AIX-EN-PROVENCE,Ordinaire permanent
2492,TABAC LE RAIMU,3 AV DE LA LIBERATION,TABAC LE RAIMU,13130,BERRE-LETANG,Ordinaire permanent
2493,BAR TABAC LE NARVAL ,16 Avenue du 4 SEPTEMBRE,BAR TABAC LE NARVAL,13220,CHATEAUNEUF-LES-MARTIGUES,Ordinaire permanent
2494,,13 rue CHANOINE MOISAN,TABAC,13710,FUVEAU,Ordinaire permanent
2495,TABAC LA ROYALE,30 COURS DE FORBIN,TABAC,13120,GARDANNE,Ordinaire permanent
2496,SNC LA CIVETTE,13 BD JEAN MERMOZ,SNC LA CIVETTE,13700,MARIGNANE,Ordinaire permanent
2497,TABAC PRESSE DE L'ILE,1 Quai  Kleber,SNC GRANDVIERGNE-LE GALL,13500,MARTIGUES,Ordinaire permanent
2498,AU MOULIN DE LA PRESSE,9 BIS COURS ST ETIENNE,TABAC,13840,ROGNES,Ordinaire permanent
2499,,1 AVENUE  DE LA POSTE,TABAC,13790,ROUSSET,Ordinaire permanent
2500,TABAC PRESSE DU ROVE,Centre ccial LA CARRAINADE - RD 568B ,TABAC,13740,LE-ROVE,Ordinaire permanent
2501,TABAC PRESSE,1 TRAVERSE DU VIEUX JAS,TABAC,13820,ENSUES-LA-REDONNE,Ordinaire permanent
2502,SNC COLLURA- LE DIPLOMATE ,PL DE LA REPUBLIQUE,TABAC,13730,SAINT-VICTORET,Ordinaire permanent
2503,SNC FREE-LAU ,ALLEE DE TRETS LA BARQUE ,TABAC,13710,FUVEAU,Ordinaire permanent
2504,CAFE CENTRAL,CafŽ Central,LES BAISSES -TABAC-,13680,LANCON-PROVENCE,Ordinaire permanent
2505,LE CALUMET,28 Route Nationale   8,LUYNES,13080,AIX-EN-PROVENCE,Ordinaire permanent
2506,BAR TABAC DU PORT,10 ROUTE BLEUE,SNC BARONCINI,13620,CARRY-LE-ROUET,Ordinaire permanent
2507,SNC CAFE DES SPORTS ,12 BD LEONCE ARTAUD,EGUILLES,13510,EGUILLES,Ordinaire permanent
2508,TOUTE LA PRESSE,3 PLACE DE LA REPUBLIQUE,TABAC,13270,FOS-SUR-MER,Ordinaire permanent
2509,TABAC AU DISQUE BLEU,10 TRAVERSE DU LAVOIR, HAMEAU DE RASSUEN,13800,ISTRES,Ordinaire permanent
2510,BAR TABAC DE LA COURONNE,rue OLIVIER GRISCELLI,TABAC LA COURONNE ,13500,MARTIGUES,Ordinaire permanent
2511,CAFE TABAC DE LA PLACE,15 PLACE PISAVIS,TABAC DE LA PLACE,13330,PELISSANNE,Ordinaire permanent
2512,TABAC GOUGEON STEPHANIE ,37 AV  CHARLES DE GAULLE,TABAC,13860,PEYROLLES-EN-PROVENCE,Ordinaire permanent
2513,BAR-TABAC PRESSE,Chemin neuf,PRESSE-TABAC,13114,PUYLOUBIER,Ordinaire permanent
2514,TABAC LA ROYALE,2 Place de La RŽpublique,TABAC LA ROYALE,13760,SAINT-CANNAT,Ordinaire permanent
2515,TABAC PRESSE LOTO - ,9 Place FRANCOIS CAIRE,SNC JERISA,13880,VELAUX,Ordinaire permanent
2516,TABAC CAFE DE LA GARE,56  Avenue Jean-Moulin ,TABAC,13730,SAINT-VICTORET,Ordinaire permanent
2517,TABAC PRESSE LOTO,14 Avenue Roger Guigon,TABAC,13109,SIMIANE-COLLONGUE,Ordinaire permanent
2518,TABAC,18 Avenue Fouque ,SNC NICOMAX,13960,SAUSSET-LES-PINS,Ordinaire permanent
2519,TABAC LOTO CADEAUX,9 Avenue  Gaston Roux ,TABAC,13350,CHARLEVAL,Ordinaire permanent
2520,TABAC-LOTO-VIDEO-CADEAUX,34 Ter  avenue Pasteur,TABAC,13580,LA-FARE-LES-OLIVIERS,Ordinaire permanent
2521,,PL JEAN JAURES,TABAC,13450,GRANS,Ordinaire permanent
2522,BAR DES SPORTS,21 AV  HELENE BOUCHER,BAR TABAC DES SPORTS,13800,ISTRES,Ordinaire permanent
2523,LE MARIGNY,51 BD DE LA REPUBLIQUE,TABAC,13490,JOUQUES,Ordinaire permanent
2524,,1 Rue GRANDE,TABAC,13410,LAMBESC,Ordinaire permanent
2525,BAR TABAC DE L'HOTEL DE VILLE,1 Rue  de la REPUBLIQUE,SNC KITH AND KHO,13680,LANCON-PROVENCE,Ordinaire permanent
2526,TABAC,2 avenue de la RŽpublique, ,13650,MEYRARGUES,Ordinaire permanent
2527,L' EXCLUSIF,10 AV DE LA LIBERATION,PLAN DE MEYREUIL TABAC,13590,MEYREUIL,Ordinaire permanent
2528,TABAC L'INTERFACE,CENTRE COMMERCIAL LES FABRES ,TABAC L-INTERFACE,13105,MIMET,Ordinaire permanent
2529,TABAC DES CADENEAUX,3 RUE AICARD ,SNC SINCLAIR,13170,LES-PENNES-MIRABEAU,Ordinaire permanent
2530,,10 avenue du Cours ,TABAC ,13610,LE-PUY-SAINTE-REPARADE,Ordinaire permanent
2531,LE TABAC DE THAìS,Les Goirands RD 561,ESPACE COMMERCIAL DU PSR TABAC DE THAIS,13610,LE-PUY-SAINTE-REPARADE,Ordinaire permanent
2532,ESPACE TABAC,12 B R ADAM DE CRAPONNE,ESPACE TABAC,13640,LA-ROQUE-DANTHERON,Ordinaire permanent
2533,LE SAINTE-VICTOIRE,12 Bd du MORALISTE,TABAC,13126,VAUVENARGUES,Ordinaire permanent
2534,TABAC PRESSE DU ROCHER,19 Avenue Jean Moulin,TABAC,13127,VITROLLES,Ordinaire permanent
2535,TABAC SNC REMY-MALGRAS,32 Bd JEAN JAURES,TABAC,13340,ROGNAC,Ordinaire permanent
2536,LA CIVETTE 113,132  av Franois Mitterrand,LA GAVOTTE  TABAC LA CIVETTE,13170,LES-PENNES-MIRABEAU,Ordinaire permanent
2537,TABAC PRESSE LOTO PMU,15 Avenue Alain Guigue,MAS THIBERT ,13104,ARLES,Ordinaire permanent
2538,MAISON DE LA PRESSE,18 CRS VICTOR HUGO,TABAC,13370,MALLEMORT,Ordinaire permanent
2539,BAR TABAC DU CALUMET,39 AV DU GENERAL DE GAULLE,TABAC LE CALUMET,13140,MIRAMAS,Ordinaire permanent
